2023-03-25 17:10:14.6|Info|Bootstrap|Starting Prowlarr - /app/prowlarr/bin/Prowlarr - Version 1.3.2.2984
2023-03-25 17:10:14.8|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-25 17:10:14.9|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-25 17:10:15.2|Info|AppFolderInfo|Data directory is being overridden to [/config]
2023-03-25 17:10:15.3|Warn|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|No XML encryptor configured. Key {21f6f45c-27c8-4864-9c35-da970dbf2155} may be persisted to storage in unencrypted form.
2023-03-25 17:10:15.6|Info|MigrationController|*** Migrating data source=/config/prowlarr.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
2023-03-25 17:10:15.9|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrating
2023-03-25 17:10:15.9|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-25 17:10:16.0|Info|FluentMigrator.Runner.MigrationRunner|CreateTable VersionInfo
2023-03-25 17:10:16.0|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE TABLE "VersionInfo" ("Version" INTEGER NOT NULL)
2023-03-25 17:10:16.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0813316s
2023-03-25 17:10:16.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-03-25 17:10:16.1|Info|FluentMigrator.Runner.MigrationRunner|VersionMigration migrated
2023-03-25 17:10:16.1|Info|FluentMigrator.Runner.MigrationRunner|=> 0.1527954s
2023-03-25 17:10:16.1|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrating
2023-03-25 17:10:16.1|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|CreateIndex VersionInfo (Version)
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|CREATE UNIQUE INDEX "UC_Version" ON "VersionInfo" ("Version" ASC)
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0030714s
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0003457s
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo AppliedOn DateTime
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "AppliedOn" DATETIME
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0018227s
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|VersionUniqueMigration migrated
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.006446s
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrating
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|AlterTable VersionInfo
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 3.62E-05s
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|CreateColumn VersionInfo Description String
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|ALTER TABLE "VersionInfo" ADD COLUMN "Description" TEXT
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0008893s
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Committing Transaction
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|VersionDescriptionMigration migrated
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|=> 0.0050412s
2023-03-25 17:10:16.2|Info|FluentMigrator.Runner.MigrationRunner|1: InitialSetup migrating
2023-03-25 17:10:16.2|Info|NzbDrone.Core.Datastore.Migration.Framework.NzbDroneSQLiteProcessor|Beginning Transaction
2023-03-25 17:10:16.2|Info|InitialSetup|Starting migration of Main DB to 1
